,0,1,2,3,4,5,6,7,8
722,duration,poutcome,month,housing,job,campaign,balance,,
723,duration,poutcome,month,housing,job,campaign,,,
724,duration,poutcome,month,housing,job,,,,
725,duration,poutcome,month,housing,job,,,,
726,duration,poutcome,month,housing,job,education,,,
727,duration,poutcome,month,housing,job,education,,,
728,duration,poutcome,month,housing,job,education,,,
729,duration,poutcome,month,housing,job,education,,,
730,duration,poutcome,month,housing,job,age,,,
731,duration,poutcome,month,housing,job,age,education,,
732,duration,poutcome,month,housing,job,age,education,,
733,duration,poutcome,month,housing,job,age,education,,
734,duration,poutcome,month,housing,job,age,education,,
735,duration,poutcome,month,housing,job,,,,
736,duration,poutcome,month,housing,job,,,,
737,duration,poutcome,month,housing,job,,,,
738,duration,poutcome,month,housing,job,campaign,education,,
739,duration,poutcome,month,housing,job,campaign,education,age,balance
740,duration,poutcome,month,housing,job,campaign,education,age,balance
741,duration,poutcome,month,housing,job,campaign,education,age,
742,duration,poutcome,month,housing,job,campaign,education,,
743,duration,poutcome,month,housing,job,campaign,education,,
744,duration,poutcome,month,housing,job,campaign,,,
745,duration,poutcome,month,housing,job,loan,default,,
746,duration,poutcome,month,housing,job,loan,default,,
747,duration,poutcome,month,housing,job,loan,,,
748,duration,poutcome,month,housing,job,,,,
749,duration,poutcome,month,housing,job,education,,,
750,duration,poutcome,month,housing,job,education,,,
751,duration,poutcome,month,housing,job,education,loan,day,
752,duration,poutcome,month,housing,job,education,loan,day,contact
753,duration,poutcome,month,housing,job,education,loan,day,contact
754,duration,poutcome,month,housing,job,education,loan,day,contact
755,duration,poutcome,month,housing,job,education,loan,,
756,duration,poutcome,month,housing,job,education,,,
757,duration,poutcome,month,housing,job,,,,
758,duration,poutcome,month,housing,job,,,,
759,duration,poutcome,month,housing,job,marital,,,
760,duration,poutcome,month,housing,job,marital,,,
761,duration,poutcome,month,housing,job,marital,campaign,,
762,duration,poutcome,month,housing,job,marital,campaign,,
763,duration,poutcome,month,housing,job,,,,
764,duration,poutcome,month,housing,job,balance,,,
765,duration,poutcome,month,housing,job,balance,day,,
766,duration,poutcome,month,housing,job,balance,day,,
767,duration,poutcome,month,housing,job,,,,
768,duration,poutcome,month,housing,job,,,,
769,duration,poutcome,month,education,,,,,
770,duration,poutcome,month,education,job,day,,,
771,duration,poutcome,month,education,job,day,age,,
772,duration,poutcome,month,education,job,day,age,marital,
773,duration,poutcome,month,education,job,day,age,marital,default
774,duration,poutcome,month,education,job,day,age,marital,default
775,duration,poutcome,month,education,job,day,age,marital,
776,duration,poutcome,month,education,job,balance,,,
777,duration,poutcome,month,education,job,balance,contact,campaign,
778,duration,poutcome,month,education,job,balance,contact,campaign,age
779,duration,poutcome,month,education,job,balance,contact,campaign,age
780,duration,poutcome,month,education,job,balance,contact,,
781,duration,poutcome,month,education,job,balance,contact,,
782,duration,poutcome,month,education,job,,,,
783,duration,poutcome,month,education,job,,,,
784,duration,poutcome,month,education,job,,,,
785,duration,poutcome,month,education,job,day,,,
786,duration,poutcome,month,education,job,day,age,,
787,duration,poutcome,month,education,job,day,age,marital,
788,duration,poutcome,month,education,job,day,age,marital,default
789,duration,poutcome,month,education,job,day,age,marital,default
790,duration,poutcome,month,education,job,day,age,marital,
791,duration,poutcome,month,education,job,,,,
792,duration,poutcome,month,education,job,,,,
793,duration,poutcome,month,education,job,,,,
794,duration,poutcome,month,education,job,loan,day,default,marital
795,duration,poutcome,month,education,job,loan,day,default,marital
796,duration,poutcome,month,education,job,loan,day,default,marital
797,duration,poutcome,month,education,job,loan,day,default,
798,duration,poutcome,month,education,job,loan,day,marital,
799,duration,poutcome,month,education,job,loan,day,marital,
800,duration,poutcome,month,education,job,loan,day,marital,balance
801,duration,poutcome,month,education,job,loan,day,marital,balance
802,duration,poutcome,month,education,job,loan,,,
803,duration,poutcome,month,education,job,,,,
804,duration,poutcome,month,education,job,,,,
805,duration,poutcome,month,education,contact,marital,day,job,
806,duration,poutcome,month,education,contact,marital,day,job,
807,duration,poutcome,month,education,contact,marital,day,job,
808,duration,poutcome,month,education,contact,marital,day,job,
809,duration,poutcome,month,education,contact,marital,day,job,housing
810,duration,poutcome,month,education,contact,marital,day,job,housing
811,duration,poutcome,month,education,contact,marital,day,job,
812,duration,poutcome,month,education,contact,marital,day,job,
813,duration,poutcome,month,education,contact,marital,day,job,
814,duration,poutcome,month,education,contact,marital,day,job,
815,duration,poutcome,month,education,contact,marital,day,job,
816,duration,poutcome,month,education,contact,marital,day,job,
817,duration,poutcome,month,education,contact,marital,day,job,
818,duration,poutcome,month,education,contact,marital,day,,
819,duration,poutcome,month,education,contact,marital,job,,
820,duration,poutcome,month,education,contact,marital,job,,
821,duration,poutcome,month,education,contact,marital,job,age,
822,duration,poutcome,month,education,contact,marital,job,age,
823,duration,poutcome,month,education,contact,marital,job,,
824,duration,poutcome,month,education,contact,marital,job,loan,age
825,duration,poutcome,month,education,contact,marital,job,loan,age
826,duration,poutcome,month,education,contact,marital,job,loan,
827,duration,poutcome,month,education,contact,marital,job,,
828,duration,poutcome,month,education,contact,marital,job,,
829,duration,poutcome,month,education,contact,marital,job,,
830,duration,poutcome,month,education,contact,marital,job,,
831,duration,poutcome,month,education,contact,marital,job,loan,housing
832,duration,poutcome,month,education,contact,marital,job,loan,housing
833,duration,poutcome,month,education,contact,marital,job,loan,
834,duration,poutcome,month,education,contact,marital,job,age,
835,duration,poutcome,month,education,contact,marital,job,age,
836,duration,poutcome,month,education,contact,marital,job,,
837,duration,poutcome,month,education,contact,marital,job,,
838,duration,poutcome,month,education,contact,marital,job,,
839,duration,poutcome,month,education,contact,marital,job,,
840,duration,poutcome,month,education,contact,marital,job,,
841,duration,poutcome,month,education,contact,marital,job,balance,day
842,duration,poutcome,month,education,contact,marital,job,balance,day
843,duration,poutcome,month,education,contact,marital,job,balance,housing
844,duration,poutcome,month,education,contact,marital,job,balance,housing
845,duration,poutcome,month,education,contact,marital,job,,
846,duration,poutcome,month,education,contact,marital,job,,
847,duration,poutcome,month,education,contact,marital,job,,
848,duration,poutcome,month,education,contact,marital,job,,
849,duration,poutcome,month,education,contact,marital,job,day,
850,duration,poutcome,month,education,contact,marital,job,day,age
851,duration,poutcome,month,education,contact,marital,job,day,age
852,duration,poutcome,month,education,contact,marital,job,,
853,duration,poutcome,month,education,contact,marital,job,,
854,duration,poutcome,month,education,contact,,,,
855,duration,poutcome,month,education,contact,,,,
856,duration,poutcome,month,education,day,,,,
857,duration,poutcome,month,education,day,job,,,
858,duration,poutcome,month,education,day,job,,,
859,duration,poutcome,month,education,day,job,,,
860,duration,poutcome,month,education,day,job,,,
861,duration,poutcome,month,education,day,job,,,
862,duration,poutcome,month,education,day,job,,,
863,duration,poutcome,month,education,day,job,,,
864,duration,poutcome,month,education,day,job,,,
865,duration,poutcome,month,education,day,job,,,
866,duration,poutcome,month,education,day,job,,,
867,duration,poutcome,month,education,day,job,,,
868,duration,poutcome,month,education,day,job,,,
869,duration,poutcome,month,job,,,,,
870,duration,poutcome,month,job,,,,,
871,duration,poutcome,month,job,,,,,
872,duration,poutcome,month,job,,,,,
873,duration,poutcome,month,job,,,,,
874,duration,poutcome,month,job,,,,,
875,duration,poutcome,month,job,education,,,,
876,duration,poutcome,month,job,education,,,,
877,duration,poutcome,month,job,education,,,,
878,duration,poutcome,month,job,education,,,,
879,duration,poutcome,month,job,,,,,
880,duration,poutcome,month,job,,,,,
881,duration,poutcome,month,job,,,,,
882,duration,poutcome,month,job,,,,,
883,duration,poutcome,month,job,,,,,
884,duration,poutcome,month,day,job,balance,contact,marital,
885,duration,poutcome,month,day,job,balance,contact,marital,
886,duration,poutcome,month,day,job,balance,contact,marital,housing
887,duration,poutcome,month,day,job,balance,contact,marital,housing
888,duration,poutcome,month,day,job,balance,contact,,
889,duration,poutcome,month,day,job,balance,contact,,
890,duration,poutcome,month,day,job,balance,,,
891,duration,poutcome,month,day,job,education,marital,,
892,duration,poutcome,month,day,job,education,marital,age,
893,duration,poutcome,month,day,job,education,marital,age,
894,duration,poutcome,month,day,job,education,marital,,
895,duration,poutcome,month,day,job,education,,,
896,duration,poutcome,month,day,job,education,,,
897,duration,poutcome,month,day,job,education,,,
898,duration,poutcome,month,day,job,education,,,
899,duration,poutcome,month,day,job,education,,,
900,duration,poutcome,month,day,job,education,,,
901,duration,poutcome,month,day,job,education,,,
902,duration,poutcome,month,day,job,marital,,,
903,duration,poutcome,month,day,job,marital,,,
904,duration,poutcome,month,day,job,marital,,,
905,duration,poutcome,month,day,job,loan,,,
906,duration,poutcome,month,day,job,loan,campaign,,
907,duration,poutcome,month,day,job,loan,campaign,,
908,duration,poutcome,month,day,job,contact,education,,
909,duration,poutcome,month,day,job,contact,education,,
910,duration,poutcome,month,day,job,contact,education,,
911,duration,poutcome,month,day,job,contact,education,,
912,duration,poutcome,month,day,job,contact,,,
913,duration,poutcome,month,day,job,contact,,,
914,duration,poutcome,month,day,job,,,,
915,duration,poutcome,month,day,job,age,,,
916,duration,poutcome,month,day,job,age,,,
917,duration,poutcome,month,day,job,,,,
918,duration,poutcome,month,day,job,marital,,,
919,duration,poutcome,month,day,job,marital,,,
920,duration,poutcome,month,day,job,marital,,,
921,duration,poutcome,month,day,job,education,,,
922,duration,poutcome,month,day,job,education,balance,,
923,duration,poutcome,month,day,job,education,balance,,
924,duration,poutcome,month,day,job,education,housing,,
925,duration,poutcome,month,day,job,education,housing,,
926,duration,poutcome,month,day,job,education,,,
927,duration,poutcome,month,day,job,,,,
928,duration,poutcome,month,day,job,,,,
929,duration,poutcome,month,day,job,,,,
930,duration,poutcome,month,day,job,,,,
931,duration,poutcome,month,day,job,,,,
932,duration,poutcome,month,day,job,age,,,
933,duration,poutcome,month,day,job,age,,,
934,duration,poutcome,month,day,job,education,,,
935,duration,poutcome,month,day,job,education,,,
936,duration,poutcome,month,day,job,education,,,
937,duration,poutcome,month,day,job,education,,,
938,duration,poutcome,month,day,job,,,,
939,duration,poutcome,month,day,job,,,,
940,duration,poutcome,month,day,job,,,,
941,duration,poutcome,month,day,job,contact,,,
942,duration,poutcome,month,day,job,contact,,,
943,duration,poutcome,month,day,job,contact,,,
944,duration,poutcome,month,day,job,,,,
945,duration,poutcome,month,day,job,,,,
946,duration,poutcome,month,day,job,,,,
947,duration,poutcome,month,day,job,,,,
948,duration,poutcome,month,day,job,,,,
949,duration,poutcome,month,day,job,,,,
950,duration,poutcome,month,day,job,,,,
951,duration,poutcome,month,day,job,,,,
952,duration,poutcome,month,day,job,,,,
953,duration,poutcome,month,day,job,,,,
954,duration,poutcome,month,day,job,,,,
955,duration,poutcome,month,day,job,,,,
956,duration,poutcome,month,day,job,,,,
957,duration,poutcome,month,day,job,,,,
958,duration,poutcome,month,day,job,marital,,,
959,duration,poutcome,month,day,job,marital,,,
960,duration,poutcome,month,day,job,marital,contact,,
961,duration,poutcome,month,day,job,marital,contact,,
962,duration,poutcome,month,day,job,marital,contact,,
963,duration,poutcome,month,day,job,age,,,
964,duration,poutcome,month,day,job,age,,,
965,duration,poutcome,month,day,job,,,,
966,duration,poutcome,month,day,job,,,,
967,duration,poutcome,month,day,job,age,,,
968,duration,poutcome,month,day,job,age,marital,,
969,duration,poutcome,month,day,job,age,marital,,
970,duration,poutcome,month,day,job,age,marital,,
971,duration,poutcome,month,day,job,education,,,
972,duration,poutcome,month,day,job,education,,,
973,duration,poutcome,month,day,job,education,,,
974,duration,poutcome,month,day,job,education,,,
975,duration,poutcome,month,day,job,,,,
976,duration,poutcome,month,day,job,,,,
977,duration,poutcome,month,day,job,,,,
978,duration,poutcome,month,day,job,,,,
979,duration,poutcome,month,day,job,,,,
980,duration,poutcome,month,day,job,,,,
981,duration,poutcome,month,job,contact,marital,day,,
982,duration,poutcome,month,job,contact,marital,day,,
983,duration,poutcome,month,job,contact,marital,housing,day,
984,duration,poutcome,month,job,contact,marital,housing,day,age
985,duration,poutcome,month,job,contact,marital,housing,day,age
986,duration,poutcome,month,job,contact,marital,housing,,
987,duration,poutcome,month,job,contact,marital,age,balance,housing
988,duration,poutcome,month,job,contact,marital,age,balance,housing
989,duration,poutcome,month,job,contact,marital,age,balance,campaign
990,duration,poutcome,month,job,contact,marital,age,balance,campaign
991,duration,poutcome,month,job,contact,marital,age,,
992,duration,poutcome,month,job,contact,,,,
993,duration,poutcome,month,job,contact,,,,
994,duration,poutcome,month,job,contact,education,loan,campaign,
995,duration,poutcome,month,job,contact,education,loan,campaign,age
996,duration,poutcome,month,job,contact,education,loan,campaign,age
997,duration,poutcome,month,job,contact,education,loan,,
998,duration,poutcome,month,job,contact,education,marital,,
999,duration,poutcome,month,job,contact,education,marital,campaign,balance
1000,duration,poutcome,month,job,contact,education,marital,campaign,balance
1001,duration,poutcome,month,job,contact,education,marital,campaign,balance
1002,duration,poutcome,month,job,contact,education,marital,campaign,balance
1003,duration,poutcome,month,job,contact,education,marital,housing,
1004,duration,poutcome,month,job,contact,education,marital,housing,balance
1005,duration,poutcome,month,job,contact,education,marital,housing,balance
1006,duration,poutcome,month,job,contact,education,,,
1007,duration,poutcome,month,job,contact,education,,,
1008,duration,poutcome,month,job,contact,,,,
1009,duration,poutcome,month,job,contact,,,,
1010,duration,poutcome,month,job,marital,housing,,,
1011,duration,poutcome,month,job,marital,housing,,,
1012,duration,poutcome,month,job,marital,education,,,
1013,duration,poutcome,month,job,marital,education,,,
1014,duration,poutcome,month,job,marital,education,housing,,
1015,duration,poutcome,month,job,marital,education,housing,,
1016,duration,poutcome,month,job,marital,education,,,
1017,duration,poutcome,month,job,marital,,,,
1018,duration,poutcome,month,job,balance,,,,
1019,duration,poutcome,month,job,balance,marital,,,
1020,duration,poutcome,month,job,balance,marital,,,
1021,duration,poutcome,month,job,balance,marital,,,
1022,duration,poutcome,month,job,education,,,,
1023,duration,poutcome,month,job,education,marital,,,
1024,duration,poutcome,month,job,education,marital,,,
1025,duration,poutcome,month,job,education,marital,loan,,
1026,duration,poutcome,month,job,education,marital,loan,,
1027,duration,poutcome,month,job,education,marital,age,,
1028,duration,poutcome,month,job,education,marital,age,,
1029,duration,poutcome,month,job,education,marital,balance,,
1030,duration,poutcome,month,job,education,marital,balance,day,campaign
1031,duration,poutcome,month,job,education,marital,balance,day,campaign
1032,duration,poutcome,month,job,education,marital,balance,day,
1033,duration,poutcome,month,job,education,marital,,,
1034,duration,poutcome,month,job,education,age,,,
1035,duration,poutcome,month,job,education,age,,,
1036,duration,poutcome,month,job,marital,education,,,
1037,duration,poutcome,month,job,marital,education,,,
1038,duration,poutcome,month,job,marital,education,,,
1039,duration,poutcome,month,job,marital,education,,,
1040,duration,poutcome,month,job,marital,campaign,housing,,
1041,duration,poutcome,month,job,marital,campaign,housing,,
1042,duration,poutcome,month,job,marital,campaign,,,
1043,duration,poutcome,month,job,marital,,,,
1044,duration,poutcome,month,job,marital,education,,,
1045,duration,poutcome,month,job,marital,education,,,
1046,duration,poutcome,month,job,marital,education,,,
1047,duration,poutcome,month,job,marital,education,,,
1048,duration,poutcome,month,job,marital,education,age,,
1049,duration,poutcome,month,job,marital,education,age,balance,loan
1050,duration,poutcome,month,job,marital,education,age,balance,loan
1051,duration,poutcome,month,job,marital,education,age,balance,
1052,duration,poutcome,month,job,marital,education,,,
1053,duration,poutcome,month,job,marital,education,,,
1054,duration,poutcome,month,job,marital,education,,,
1055,duration,poutcome,month,job,marital,,,,
1056,duration,poutcome,month,job,contact,marital,education,,
1057,duration,poutcome,month,job,contact,marital,education,age,loan
1058,duration,poutcome,month,job,contact,marital,education,age,loan
1059,duration,poutcome,month,job,contact,marital,education,age,
1060,duration,poutcome,month,job,contact,marital,education,,
1061,duration,poutcome,month,job,contact,marital,education,,
1062,duration,poutcome,month,job,contact,marital,age,day,
1063,duration,poutcome,month,job,contact,marital,age,day,education
1064,duration,poutcome,month,job,contact,marital,age,day,education
1065,duration,poutcome,month,job,contact,marital,age,day,education
1066,duration,poutcome,month,job,contact,marital,age,day,education
1067,duration,poutcome,month,job,contact,marital,age,loan,balance
1068,duration,poutcome,month,job,contact,marital,age,loan,balance
1069,duration,poutcome,month,job,contact,marital,age,loan,
1070,duration,poutcome,month,job,contact,marital,loan,,
1071,duration,poutcome,month,job,contact,marital,loan,balance,
1072,duration,poutcome,month,job,contact,marital,loan,balance,
1073,duration,poutcome,month,job,contact,,,,
1074,duration,poutcome,month,job,contact,,,,
1075,duration,poutcome,month,job,,,,,
1076,duration,poutcome,month,job,marital,,,,
1077,duration,poutcome,month,job,marital,balance,,,
1078,duration,poutcome,month,job,marital,balance,campaign,,
1079,duration,poutcome,month,job,marital,balance,campaign,loan,contact
1080,duration,poutcome,month,job,marital,balance,campaign,loan,contact
1081,duration,poutcome,month,job,marital,balance,campaign,loan,contact
1082,duration,poutcome,month,job,marital,balance,campaign,loan,
1083,duration,poutcome,month,job,marital,contact,default,loan,education
1084,duration,poutcome,month,job,marital,contact,default,loan,education
1085,duration,poutcome,month,job,marital,contact,default,loan,education
1086,duration,poutcome,month,job,marital,contact,default,loan,education
1087,duration,poutcome,month,job,marital,contact,default,loan,education
1088,duration,poutcome,month,job,marital,contact,default,loan,education
1089,duration,poutcome,month,job,marital,contact,default,loan,education
1090,duration,poutcome,month,job,marital,contact,default,loan,education
1091,duration,poutcome,month,job,marital,contact,default,,
1092,duration,poutcome,month,job,marital,contact,,,
1093,duration,poutcome,month,job,marital,contact,education,,
1094,duration,poutcome,month,job,marital,contact,education,,
1095,duration,poutcome,month,job,marital,contact,education,,
1096,duration,poutcome,month,job,marital,contact,education,,
1097,duration,poutcome,month,job,education,,,,
1098,duration,poutcome,month,job,education,day,age,,
1099,duration,poutcome,month,job,education,day,age,,
1100,duration,poutcome,month,job,education,day,,,
1101,duration,poutcome,month,job,education,,,,
1102,duration,poutcome,month,job,education,balance,,,
1103,duration,poutcome,month,job,education,balance,,,
1104,duration,poutcome,month,job,,,,,
1105,duration,poutcome,month,contact,job,,,,
1106,duration,poutcome,month,contact,job,,,,
1107,duration,poutcome,month,contact,job,,,,
1108,duration,poutcome,month,contact,job,,,,
1109,duration,poutcome,month,contact,job,day,marital,,
1110,duration,poutcome,month,contact,job,day,marital,age,
1111,duration,poutcome,month,contact,job,day,marital,age,housing
1112,duration,poutcome,month,contact,job,day,marital,age,housing
1113,duration,poutcome,month,contact,job,day,marital,loan,
1114,duration,poutcome,month,contact,job,day,marital,loan,
1115,duration,poutcome,month,contact,job,day,,,
1116,duration,poutcome,month,contact,job,education,balance,,
1117,duration,poutcome,month,contact,job,education,balance,,
1118,duration,poutcome,month,contact,job,education,,,
1119,duration,poutcome,month,contact,job,education,,,
1120,duration,poutcome,month,contact,job,education,,,
1121,duration,poutcome,month,contact,job,,,,
1122,duration,poutcome,month,contact,job,marital,,,
1123,duration,poutcome,month,contact,job,marital,,,
1124,duration,poutcome,month,contact,job,marital,,,
1125,duration,poutcome,month,contact,job,,,,
1126,duration,poutcome,month,contact,job,balance,,,
1127,duration,poutcome,month,contact,job,balance,,,
1128,duration,poutcome,month,contact,job,marital,,,
1129,duration,poutcome,month,contact,job,marital,,,
1130,duration,poutcome,month,contact,job,marital,,,
1131,duration,poutcome,month,contact,job,,,,
1132,duration,poutcome,month,contact,job,,,,
1133,duration,poutcome,month,contact,job,,,,
1134,duration,poutcome,month,contact,job,,,,
1135,duration,poutcome,month,contact,job,,,,
1136,duration,poutcome,month,contact,job,,,,
1137,duration,poutcome,month,contact,job,,,,
1138,duration,poutcome,month,contact,job,,,,
1139,duration,poutcome,month,contact,job,,,,
1140,duration,poutcome,month,contact,job,,,,
1141,duration,poutcome,month,contact,job,,,,
1142,duration,poutcome,month,contact,job,,,,
1143,duration,poutcome,month,contact,job,,,,
1144,duration,poutcome,month,contact,job,campaign,,,
1145,duration,poutcome,month,contact,job,campaign,age,balance,marital
1146,duration,poutcome,month,contact,job,campaign,age,balance,marital
1147,duration,poutcome,month,contact,job,campaign,age,balance,marital
1148,duration,poutcome,month,contact,job,campaign,age,balance,
1149,duration,poutcome,month,contact,job,campaign,age,balance,
1150,duration,poutcome,month,contact,job,campaign,age,balance,day
1151,duration,poutcome,month,contact,job,campaign,age,balance,day
1152,duration,poutcome,month,contact,job,campaign,,,
1153,duration,poutcome,month,contact,job,campaign,marital,education,default
1154,duration,poutcome,month,contact,job,campaign,marital,education,default
1155,duration,poutcome,month,contact,job,campaign,marital,education,
1156,duration,poutcome,month,contact,job,campaign,marital,education,
1157,duration,poutcome,month,contact,job,campaign,marital,education,
1158,duration,poutcome,month,contact,job,campaign,marital,housing,
1159,duration,poutcome,month,contact,job,campaign,marital,housing,loan
1160,duration,poutcome,month,contact,job,campaign,marital,housing,loan
1161,duration,poutcome,month,contact,job,campaign,marital,default,age
1162,duration,poutcome,month,contact,job,campaign,marital,default,age
1163,duration,poutcome,month,contact,job,campaign,marital,default,
1164,duration,poutcome,month,contact,job,marital,,,
1165,duration,poutcome,month,contact,job,marital,education,,
1166,duration,poutcome,month,contact,job,marital,education,,
1167,duration,poutcome,month,contact,job,marital,education,balance,
1168,duration,poutcome,month,contact,job,marital,education,balance,
1169,duration,poutcome,month,contact,job,marital,education,,
1170,duration,poutcome,month,contact,job,marital,,,
1171,duration,poutcome,month,contact,job,,,,
1172,duration,poutcome,month,contact,job,marital,,,
1173,duration,poutcome,month,contact,job,marital,balance,age,
1174,duration,poutcome,month,contact,job,marital,balance,age,education
1175,duration,poutcome,month,contact,job,marital,balance,age,education
1176,duration,poutcome,month,contact,job,marital,balance,age,education
1177,duration,poutcome,month,contact,job,marital,balance,age,education
1178,duration,poutcome,month,contact,job,marital,balance,campaign,housing
1179,duration,poutcome,month,contact,job,marital,balance,campaign,housing
1180,duration,poutcome,month,contact,job,marital,balance,campaign,
1181,duration,poutcome,month,contact,job,marital,,,
1182,duration,poutcome,month,contact,job,campaign,day,age,
1183,duration,poutcome,month,contact,job,campaign,day,age,marital
1184,duration,poutcome,month,contact,job,campaign,day,age,marital
1185,duration,poutcome,month,contact,job,campaign,day,age,marital
1186,duration,poutcome,month,contact,job,campaign,day,,
1187,duration,poutcome,month,contact,job,campaign,,,
1188,duration,poutcome,month,contact,job,default,,,
1189,duration,poutcome,month,contact,job,default,marital,,
1190,duration,poutcome,month,contact,job,default,marital,,
1191,duration,poutcome,month,contact,job,default,marital,,
1192,duration,poutcome,month,contact,job,campaign,age,,
1193,duration,poutcome,month,contact,job,campaign,age,marital,education
1194,duration,poutcome,month,contact,job,campaign,age,marital,education
1195,duration,poutcome,month,contact,job,campaign,age,marital,education
1196,duration,poutcome,month,contact,job,campaign,age,marital,education
1197,duration,poutcome,month,contact,job,campaign,age,marital,
1198,duration,poutcome,month,contact,job,campaign,age,marital,
1199,duration,poutcome,month,contact,job,campaign,marital,,
1200,duration,poutcome,month,contact,job,campaign,marital,,
1201,duration,poutcome,month,contact,job,campaign,marital,age,balance
1202,duration,poutcome,month,contact,job,campaign,marital,age,balance
1203,duration,poutcome,month,contact,job,campaign,marital,age,
1204,duration,poutcome,month,contact,job,,,,
1205,duration,poutcome,month,contact,job,marital,education,,
1206,duration,poutcome,month,contact,job,marital,education,,
1207,duration,poutcome,month,contact,job,marital,education,,
1208,duration,poutcome,month,contact,job,marital,education,,
1209,duration,poutcome,month,contact,job,marital,,,
1210,duration,poutcome,month,contact,job,marital,balance,,
1211,duration,poutcome,month,contact,job,marital,balance,,
1212,duration,poutcome,month,contact,job,,,,
1213,duration,poutcome,month,contact,job,,,,
1214,duration,poutcome,month,marital,,,,,
1215,duration,poutcome,month,marital,day,,,,
1216,duration,poutcome,month,marital,day,job,,,
1217,duration,poutcome,month,marital,day,job,,,
1218,duration,poutcome,month,marital,day,job,,,
1219,duration,poutcome,month,marital,day,job,,,
1220,duration,poutcome,month,marital,day,job,,,
1221,duration,poutcome,month,marital,day,job,,,
1222,duration,poutcome,month,marital,day,job,,,
1223,duration,poutcome,month,marital,day,job,,,
1224,duration,poutcome,month,marital,day,job,,,
1225,duration,poutcome,month,marital,day,job,,,
1226,duration,poutcome,month,marital,day,job,,,
1227,duration,poutcome,month,marital,day,job,,,
1228,duration,poutcome,month,marital,,,,,
1229,duration,poutcome,month,contact,job,education,,,
1230,duration,poutcome,month,contact,job,education,age,marital,
1231,duration,poutcome,month,contact,job,education,age,marital,
1232,duration,poutcome,month,contact,job,education,age,marital,campaign
1233,duration,poutcome,month,contact,job,education,age,marital,campaign
1234,duration,poutcome,month,contact,job,education,age,marital,
1235,duration,poutcome,month,contact,job,education,age,marital,loan
1236,duration,poutcome,month,contact,job,education,age,marital,loan
1237,duration,poutcome,month,contact,job,education,age,marital,balance
1238,duration,poutcome,month,contact,job,education,age,marital,balance
1239,duration,poutcome,month,contact,job,education,,,
1240,duration,poutcome,month,contact,job,education,,,
1241,duration,poutcome,month,contact,job,marital,campaign,age,
1242,duration,poutcome,month,contact,job,marital,campaign,age,education
1243,duration,poutcome,month,contact,job,marital,campaign,age,education
1244,duration,poutcome,month,contact,job,marital,campaign,age,education
1245,duration,poutcome,month,contact,job,marital,campaign,age,education
1246,duration,poutcome,month,contact,job,marital,campaign,,
1247,duration,poutcome,month,contact,job,marital,balance,,
1248,duration,poutcome,month,contact,job,marital,balance,age,
1249,duration,poutcome,month,contact,job,marital,balance,age,campaign
1250,duration,poutcome,month,contact,job,marital,balance,age,campaign
1251,duration,poutcome,month,contact,job,marital,education,balance,
1252,duration,poutcome,month,contact,job,marital,education,balance,
1253,duration,poutcome,month,contact,job,marital,education,day,
1254,duration,poutcome,month,contact,job,marital,education,day,balance
1255,duration,poutcome,month,contact,job,marital,education,day,balance
1256,duration,poutcome,month,contact,job,marital,education,,
1257,duration,poutcome,month,contact,job,marital,education,,
1258,duration,poutcome,month,contact,job,,,,
1259,duration,poutcome,month,contact,job,,,,
1260,duration,poutcome,month,contact,job,housing,balance,age,
1261,duration,poutcome,month,contact,job,housing,balance,age,
1262,duration,poutcome,month,contact,job,housing,balance,,
1263,duration,poutcome,month,contact,job,housing,day,campaign,marital
1264,duration,poutcome,month,contact,job,housing,day,campaign,marital
1265,duration,poutcome,month,contact,job,housing,day,campaign,marital
1266,duration,poutcome,month,contact,job,housing,day,campaign,marital
1267,duration,poutcome,month,contact,job,housing,day,campaign,marital
1268,duration,poutcome,month,contact,job,housing,day,campaign,marital
1269,duration,poutcome,month,contact,job,housing,day,,
1270,duration,poutcome,month,contact,job,education,,,
1271,duration,poutcome,month,contact,job,education,,,
1272,duration,poutcome,month,contact,job,education,balance,,
1273,duration,poutcome,month,contact,job,education,balance,,
1274,duration,poutcome,month,contact,job,education,,,
1275,duration,poutcome,month,contact,job,marital,,,
1276,duration,poutcome,month,contact,job,marital,,,
1277,duration,poutcome,month,contact,job,marital,balance,,
1278,duration,poutcome,month,contact,job,marital,balance,,
1279,duration,poutcome,month,contact,job,campaign,education,,
1280,duration,poutcome,month,contact,job,campaign,education,age,balance
1281,duration,poutcome,month,contact,job,campaign,education,age,balance
1282,duration,poutcome,month,contact,job,campaign,education,age,
1283,duration,poutcome,month,contact,job,campaign,education,,
1284,duration,poutcome,month,contact,job,campaign,education,,
1285,duration,poutcome,month,contact,job,campaign,balance,,
1286,duration,poutcome,month,contact,job,campaign,balance,age,
1287,duration,poutcome,month,contact,job,campaign,balance,age,education
1288,duration,poutcome,month,contact,job,campaign,balance,age,education
1289,duration,poutcome,month,contact,job,campaign,balance,age,education
1290,duration,poutcome,month,contact,job,campaign,balance,age,education
1291,duration,poutcome,month,contact,job,education,,,
1292,duration,poutcome,month,contact,job,education,,,
1293,duration,poutcome,month,contact,job,education,,,
1294,duration,poutcome,month,contact,job,education,,,
1295,duration,poutcome,month,contact,job,marital,age,,
1296,duration,poutcome,month,contact,job,marital,age,,
